Filename,CorrectTotalLabel,ProductType_AdultMilk,ProductType_Babyfood,ProductType_Babymilk-powder,ProductType_BeehoonVermicelliMeesua,ProductType_BiscuitsCrackersCookies,ProductType_Book,ProductType_Breakfast-cereals-cornflakes,ProductType_Canned-Packet-Creamers-Sweet,ProductType_CerealBeverage-powder,ProductType_CerealBeverage-powder-,ProductType_ChilliSauce,ProductType_Coffee,ProductType_CornChip,ProductType_FlavoredMilk,ProductType_Flour,ProductType_FruitJuice,ProductType_HoneyOtherSpreads,ProductType_InstantMeals,ProductType_InstantNoodles,ProductType_Kaya,ProductType_MaternalMilkPowder,ProductType_Milo-powder-,ProductType_NutellaChocolate,ProductType_Nuts,ProductType_Oil,ProductType_OtherBakingNeeds,ProductType_OtherDriedFood,ProductType_OtherNoodles,ProductType_OtherSauceDressingSoupbasePaste,ProductType_Pasta,ProductType_Peanutbutter,ProductType_PotatoSticks,ProductType_PotatochipsKeropok,ProductType_Rice(brown-others),ProductType_RolledOatsInstantOatmeal,ProductType_Salt,ProductType_Sardines,ProductType_SoftDrinks,ProductType_Sugar,ProductType_SweetsChocolatesOthers,ProductType_Tea-powder-leaves-,ProductType_WetWiper,Weight_1-99g,Weight_100-199g,Weight_1000-1999g,Weight_200-299g,Weight_300-399g,Weight_3000-3999g,Weight_400-499g,Weight_500-599g,Weight_600-699g,Weight_700-799g,Weight_800-899g,Weight_900-999g,HalalStatus_Halal,HalalStatus_NonHalal,HealthStatus_Healthy,HealthStatus_NonHealthy
IMG_5386_jpeg.rf.b8d1f2f4f3c207d23f4b62fc5a47c7d0,Milo-powder-_400-499g_NonHalal_Healthy,-2.8737729,-4.8468237,-2.624671,-0.925973,-0.8955898,-2.375169,-0.9856733,-2.0793972,-1.6095955,-4.707923,-4.176801,-1.1633586,-5.442887,0.5266008,-4.3163,-6.7252026,-2.849546,-4.317324,-1.4125531,-4.4594855,-2.03405,5.5467496,-1.8820894,-3.7017322,-3.7371905,-0.864646,-3.3045468,-0.20541929,-2.338725,-2.1008031,-2.3216748,-4.8886304,-3.5871742,-2.4284484,-0.03866513,-5.450743,-3.0365014,-5.5851207,-3.538491,-2.8162894,-2.2122257,-3.6476862,-1.0753138,0.48030668,-1.6249123,-3.7113457,-1.4060014,-5.1363616,8.240881,-2.825554,-4.225725,-2.4292803,-2.1866386,-3.321042,-3.520556,2.7224874,2.6628225,-3.3127434
IMG_2121_jpeg.rf.6d340cbfda18384362e4838ad79ec133,BiscuitsCrackersCookies_500-599g_NonHalal_NonHealthy,-3.48024,-4.48558,-4.6449738,-0.22077782,8.281657,-4.793255,-5.5753455,-5.370699,-5.2384305,-3.0800042,-4.0537114,-4.932218,-3.7288327,-6.0224104,-3.0698555,-5.7893543,-3.2694752,-5.4289727,-2.559356,-5.509613,-4.0487757,-3.8944738,-3.6952577,-3.0395856,-4.085783,-2.6711323,-4.4191704,0.6185287,-0.77186763,-0.0026742448,-5.0255246,-4.7315965,-0.79051673,-5.085966,-2.174328,-0.06155584,-3.8788016,-6.722825,-4.1306314,-2.1999388,-3.412412,-4.161579,-0.630626,-0.94324774,-2.6686494,-1.6326816,-1.6107649,-4.2086015,-0.9492756,8.143902,-3.4733608,-5.4008174,-2.4983253,-5.1664753,-5.5416036,4.293948,-5.63935,5.521922
IMG_0060_jpeg.rf.8ffe15d415593c1584be1c409bf6a1f8,Babyfood_300-399g_Halal_NonHealthy,-2.497233,8.504842,0.151991,-0.70668936,-1.9088819,-6.972314,-6.448338,-3.2674208,-1.2490495,-2.6438797,0.20429985,-2.6060662,-5.60544,-2.7432995,-4.4128256,-6.2665787,-1.4955863,-2.2571366,-4.146448,-3.1753519,-3.705487,-5.445429,-3.4278066,-2.7756324,-2.784587,-2.6257038,-6.4093184,-4.9895787,-2.7889407,-2.8981056,0.3968344,-4.7194924,-3.7761018,-2.9795656,-4.531574,-4.972452,-1.017203,-5.3942556,-4.1881547,-3.5680242,-3.7368917,-5.5280433,-0.44800988,0.7100448,-4.459516,-0.37429145,6.920655,-5.9371305,-1.4118305,-2.7838073,-4.393748,-3.3638155,-3.123881,-3.7614975,4.1318154,-5.3110037,-4.1794014,3.1641448
output_frame_0616,Kaya_400-499g_Halal_NonHealthy,-4.4312057,-1.2719618,-1.9879291,-0.8607084,-1.0578148,-4.600021,-2.796813,0.027202103,-2.3044448,-5.383564,-2.082523,-2.8831754,-3.813649,-3.405783,-3.5840075,-3.8434665,-1.2065935,-2.114288,-1.3400906,8.685093,-3.8639786,-4.1918983,-3.8338058,-0.79364854,-1.602282,-2.8609982,-4.5475936,-3.0046031,-3.0860045,-1.0256145,-2.1815112,-2.815132,-1.9180201,1.7072662,-3.5166612,-3.556888,-2.7773001,-3.0035253,-2.2336144,-0.67576504,-3.291421,-4.209944,-0.2646839,-0.8047246,-3.7468662,-0.50895727,-1.5936841,-5.1692286,7.9837785,-1.9578787,-4.52491,-2.656108,-4.1893296,-3.7928994,4.0959563,-4.136344,-5.030976,4.6024427
IMG_2296_JPG.rf.3bb619c6c9f7a87d3c0aa5f6212ab5a1,BeehoonVermicelliMeesua_300-399g_Halal_Healthy,-2.3921812,-1.500238,-1.4172897,8.856338,-1.6287146,-4.790497,-1.3929892,-3.545705,-0.5017231,-1.0645329,-1.0192353,-3.0507457,-5.185225,-2.1641493,-3.499516,-5.1615505,-3.4804256,-2.5949848,-3.047106,-3.478192,-3.2623472,-2.7270846,-3.090171,0.32258275,-1.7879684,-2.9701638,-5.606082,0.5728974,-2.9385583,-1.5533438,-2.8182714,-3.2791705,-2.5337796,-3.0948195,-1.8020921,-3.4520874,-4.620749,-2.4601786,-3.704109,-3.7157853,-2.3666503,-4.7529583,-1.6887792,-1.7334409,-3.8775764,0.86376834,6.203971,-4.6713414,-1.6572161,-1.608537,-1.9106832,-2.7127094,-1.2226384,-2.6432588,1.756414,-2.1996226,1.9070911,-2.18644
IMG_2142_jpeg.rf.243b26400e47b4c901b179b8597a4065,SweetsChocolatesOthers_500-599g_NonHalal_NonHealthy,-4.3460135,-2.8403573,-3.866282,-1.7910956,-0.12745705,-5.899212,-5.66545,-6.448825,-5.122541,-4.46453,-3.8019645,-3.094356,-3.4877293,-5.432632,-3.999951,-6.1612945,-0.91385216,-4.5656853,-4.1325684,-4.5230627,-3.0252967,-4.180821,-4.1069713,-2.4354439,-5.0574217,-0.57477474,-4.0050135,0.6243464,-0.4574228,-0.2528467,-4.052217,-5.503949,-1.368683,-5.228053,-4.3779855,0.20138283,-4.3145757,-6.3475394,-2.3946395,6.706235,-1.4763601,-3.9022164,0.4067865,-1.0472528,-3.854493,-0.6536975,-1.7931579,-3.7571945,-0.8754288,5.7632146,-3.4321015,-3.813739,-3.7257118,-4.6497436,-6.0006638,5.512071,-6.0103445,5.8577757
IMG_2264_JPG.rf.c1222a0e6ee5a6719ccc785810cf03ff,BeehoonVermicelliMeesua_200-299g_NonHalal_NonHealthy,-3.788002,-0.23542994,-2.2746942,9.531584,0.56965923,-5.019007,-4.1510587,-4.160049,-4.5852513,-4.450401,-2.5606117,-2.2630875,-4.437521,-4.7611113,-2.4785335,-4.2423716,-3.1864471,-2.1439254,-1.0103427,-2.882687,-3.231034,-3.472695,-3.7665179,-2.543349,-3.94167,-3.1955838,-2.2691193,-0.6284454,-0.23366539,-0.33907917,-3.5532002,-4.169825,-2.2680762,-2.924214,-3.9264736,-2.4988704,-2.9300337,-2.2064083,-2.7455575,-1.2105893,-2.068806,-4.49671,-2.6141202,-1.1544282,-3.9888086,8.975967,-0.39562312,-3.2189393,-1.4873511,-3.268406,-3.16407,-4.0630445,-1.1236737,-4.328799,-3.7066917,3.600628,-4.109724,3.7339144
20231222_0375,SweetsChocolatesOthers_200-299g_Halal_NonHealthy,-2.9276154,-0.064692385,-2.0478277,-1.5051725,-0.51656604,-4.8629985,-4.351659,-3.514598,-3.7527802,-3.0262454,-3.8416908,-1.517826,-2.95762,-4.1377773,-2.5635145,-1.8534878,-3.4760513,-1.8546187,-2.8956516,-1.572793,-3.6308217,-4.381771,-5.3697186,-1.950757,-3.369742,-2.0105932,-1.6065767,-2.0182323,-1.1386694,-0.51281446,-3.2987773,-3.4546933,-3.262599,-2.830964,-2.2294729,-1.8274642,-3.0695667,-0.19252068,-1.3568425,7.9315405,-2.7787333,-3.31208,-1.2928742,-1.1696087,-3.142721,7.7750206,-3.24407,-3.27114,-1.1800071,-1.2625436,-2.7896678,-2.3338282,-2.8565638,-2.3366683,3.3212585,-3.7979362,-4.6613717,4.4694686
Cookies_1000-1999g_0311_Halal_3_png.rf.c2a4548e05a9c3f53b1f33cba4622dad,BiscuitsCrackersCookies_1000-1999g_Halal_NonHealthy,0.06280963,-2.1617386,-3.0670464,-2.455543,7.993571,-4.897516,-3.3242054,-4.0573707,-4.7538953,-1.269681,-4.311638,-2.0724602,-5.0946527,-3.2382135,0.7206715,-3.606984,-4.0400724,-3.687292,-3.8048663,-5.8596225,-3.7417178,-4.5283585,-5.5392723,-2.5941062,-2.6029346,1.5848293,-5.7354403,-2.5194414,-4.1336284,-4.0021553,-4.745756,-3.9755065,-3.0032742,-2.8258438,1.6797589,-4.7983212,-4.27328,-7.2345104,-2.5140927,-3.2183242,-3.278739,-4.936408,-0.31379202,-2.5060692,4.9197206,-2.6947217,-2.7277677,-4.975416,0.24083509,-2.2539394,-0.84183264,-4.198121,-2.0755036,-0.75836533,2.3729815,-4.0499845,-5.272828,4.736112
Crackers_200-299g_0311_Halal_17_png.rf.4f92c9ce708b39eda5caa75a48cef032,BiscuitsCrackersCookies_200-299g_Halal_NonHealthy,-2.0414262,-0.7953991,-0.34905165,-2.070355,7.448749,-5.267558,-4.584632,-3.290878,-3.457922,-1.0289856,-2.3093772,-0.52507335,-4.1380615,-3.3390572,-2.604222,-1.5416739,-2.592678,-2.2348049,-2.3697004,-2.4779625,-1.87496,-4.238765,-4.3799853,-2.6151326,-2.2416294,-3.4464173,-4.667229,-2.6627088,-1.0270009,-2.1963081,-3.3112388,-3.3015583,-3.0621803,-3.4871237,-2.074643,-3.8069453,-0.60244215,-2.9405265,-3.1815066,-1.2372742,-2.0502195,-4.3093467,-1.2294524,-1.7339157,-2.2578158,6.4127774,-0.64096224,-4.2374206,-2.546697,-2.001763,-1.2231218,-2.3755972,-0.10399189,-3.995705,2.5974855,-3.6746745,-4.341668,4.00026
IMG_20230428_120250_1_jpg.rf.f32d6f67495fb1e5dc4d3378fa9657f1,Oil_300-399g_Halal_NonHealthy,-3.9031303,-3.4093337,-2.7810402,-2.4852772,-0.99326116,-5.7601666,-4.1559005,-0.9367186,-3.82355,-2.6656063,1.6574155,-1.581977,-5.148786,-3.3192956,-4.229975,-4.0654616,-0.95129114,-2.8273091,-2.9661148,-1.6477584,-4.4713087,-5.3648953,-1.0287042,-2.533821,9.005282,-4.280854,-5.249967,-0.6686786,-0.863398,-1.5783694,-0.021076996,-4.01109,-3.390269,-3.4361408,-2.7714293,-3.6601825,-4.5512486,-4.9037333,-1.6813487,-3.362718,-4.247335,-4.8646283,-1.3989928,-1.6237469,-1.7195375,-1.0544001,7.3927846,-4.8663926,-1.2117093,-0.21037827,-2.798611,-2.4803681,-3.8819356,-4.3161902,3.8454454,-5.007452,-5.161356,5.0313535
IMG_3510_jpeg.rf.3215f4b32fd1a05815b10601bc062dbb,Nuts_100-199g_NonHalal_NonHealthy,-3.6665106,-1.7620412,-2.1062245,-1.7576486,0.43922362,-4.3845654,-3.7338655,-5.3124323,-4.054827,-2.5578308,-3.9342656,-3.5105007,-5.071752,-3.947266,-3.4103572,-5.549572,-3.2670138,-1.6702024,-2.297203,-5.1212206,-3.3531168,-3.6552331,-3.8440974,8.123519,-4.789111,0.32205045,-3.355765,-1.01925,-2.959499,-1.8104872,-3.5860505,-5.1219797,-2.5201814,-4.5401216,-3.4058948,-3.821014,-2.6503382,-6.468754,-2.467109,-1.1040719,-0.8460624,-3.7047503,-0.87962776,5.786415,-2.7599065,-3.2805312,0.37629437,-3.8161666,-1.7697375,-2.0171356,-2.778933,-3.5328207,-2.7183313,-2.7279499,-3.4788015,2.337761,-2.6246774,2.9057226
IMG_5543_jpeg.rf.38898feb802c0c102dba5e7c890ff9dd,BiscuitsCrackersCookies_400-499g_Halal_NonHealthy,-4.725361,-2.8439472,-1.5847793,1.3934295,6.19902,-5.0961933,-1.6499628,-0.4007725,-5.9569163,-3.9780607,-3.4517033,-2.7420068,-5.1716423,-4.4722643,-3.5069497,-4.7239895,-2.6172802,-1.0998691,0.2625309,-1.5306909,-2.6971536,-3.0794485,-4.3834457,-3.4062426,-2.729357,-1.5031029,-5.411257,-1.235049,-3.510899,-1.7822491,-2.8958285,-3.4094045,-3.9194634,-1.5397657,-3.1135526,-4.6782093,-1.756539,-5.920662,-1.3359836,-2.9077032,-2.4885173,-4.68179,-0.97273844,-1.0682924,-3.7961998,-1.394363,-1.6811453,-5.1777596,10.376552,-3.5862024,-3.9710078,-4.216638,-2.3962414,-4.268712,2.548901,-3.3231091,-4.5879474,4.2665405
IMG_0724_jpeg.rf.b3ff38d67147f91b94f0818dd6c67659,OtherNoodles_400-499g_NonHalal_NonHealthy,-4.841246,-4.8700743,-3.7807596,0.6228108,-1.9804893,-5.4742284,-1.343616,-3.0186515,-7.1494584,-4.517829,-5.5308156,-3.665959,-5.633316,-4.782293,-4.463486,-7.434214,-3.0199106,-2.810827,-0.38137978,-5.521502,-0.941393,1.1880503,-2.972133,-3.6957934,-3.912622,0.8081074,-5.533394,7.9482694,-1.9887824,0.75288427,-2.9901996,-5.831275,-4.338702,-4.337476,-4.124171,-5.090465,-2.888146,-8.492501,-2.1540322,-3.205158,-1.8853208,-4.979473,-2.6922884,-2.648301,-3.616601,-3.7346432,-2.5415797,-5.3874493,10.564509,-1.6515127,-0.14269178,-4.093066,-2.80805,-3.9286535,-4.3901215,4.0041485,-3.7257087,3.3313255
IMG_6484_jpeg.rf.ab8602a0f255238464cdb522740c1b3f,HoneyOtherSpreads_1-99g_NonHalal_NonHealthy,-4.746869,-2.2126231,-4.087011,-1.852888,-0.7604601,-3.9718006,-6.43347,-4.891632,-6.1759605,-5.385527,-1.7779267,-2.805791,-2.1973362,-3.6384528,-4.413655,-6.0184593,9.021309,-4.3813415,-4.2916856,-2.4871123,-1.2280905,-3.940992,-0.70691353,-2.018545,-2.737471,-2.71724,-4.3227024,-3.2953472,0.94607013,-3.2544897,-1.0171402,-3.8766227,-1.3550442,-4.1539683,-5.0454464,-4.18242,-2.9911015,-7.8482437,-2.0380094,1.5342512,-1.0487163,-3.820493,6.691013,-1.123415,-3.2426448,-1.7813959,0.8765507,-4.199606,-0.77744746,-0.9737917,-3.9512768,-4.430723,-2.9350202,-4.687705,-4.8232675,3.2998755,-5.396824,5.456471
Crackers_100-199g_0311_NonHalal_4_png.rf.f2ebee9d048b7a7d557586d24f0406e2,BiscuitsCrackersCookies_100-199g_NonHalal_NonHealthy,-3.7595103,-1.1362269,-3.0233965,-1.779773,7.6704326,-3.52285,-5.4101963,-3.2230375,-3.4274502,-3.9538538,-2.6179705,-1.2460201,-2.5015419,-3.204335,-2.6519923,-3.8920262,-1.2827094,-2.7125437,-2.1659875,-3.5281641,-2.137964,-2.3871539,-1.3403533,-2.3480976,-3.606053,-2.9404378,-1.9219218,-2.1922977,-1.3723825,-0.9881366,-2.7948494,-2.2509334,-2.8310068,-2.8257968,-2.830352,-4.5244026,1.5683849,-4.4934297,-2.6455426,-1.0549955,-1.7015114,-2.3536403,-0.6198825,5.29021,-2.7207065,0.63894796,0.67192566,-3.1658626,-1.8930526,-2.5464149,-3.5403051,-3.2542639,-1.5162355,-4.102633,-4.612092,3.4795518,-3.8187056,3.7555656
IMG_2358_JPG.rf.088224adf13821e21fcab25c810c3109,InstantMeals_100-199g_Halal_NonHealthy,-2.4932048,1.4472256,-3.9437091,-0.5195,-0.9090755,-6.7516155,-4.167189,-4.603104,-7.9296775,-1.3807551,-4.53034,-2.1362832,-6.866176,-5.0757413,-4.6763573,-3.9933147,-2.9266326,5.4975805,2.1336439,-5.212832,-2.3132286,-4.192606,-5.999384,-1.7008148,-4.8560376,-2.7547543,-3.3393111,1.2370287,-4.2720113,-4.678439,-5.3410435,-4.523626,-3.9883113,-4.1313267,-3.7898953,-3.38679,-2.202687,-7.2974796,-3.5527875,-2.4353786,-0.14329891,-3.9733946,-2.5797431,9.195036,-4.1938014,-1.9339293,-4.5613217,-6.1380777,-0.3300152,-3.0981662,-0.27277607,-2.4787703,-2.5850368,-4.3625546,3.0837982,-3.7591693,-6.4339843,5.8295374
Photo on 15-11-23 at 11.08 AM #5,Canned-Packet-Creamers-Sweet_400-499g_Halal_NonHealthy,-6.649313,-1.7559505,-2.1171007,-2.9763885,-1.0243049,-6.150732,-2.0928855,4.7942247,-4.205405,-3.574734,-1.6325662,-0.3661597,-5.005962,-4.3731847,-4.9164157,-4.508868,-1.8208787,-2.0694232,-0.86110836,-0.4223002,-3.5334446,-2.9878163,-0.71904325,-4.383724,-1.2637814,-2.664948,-6.1166544,-2.5398395,-1.5181869,-1.9169961,-0.2683029,-3.480978,-5.281941,0.18619475,-1.9447777,-5.6759634,-1.7891853,-4.7587867,-2.7388108,-4.4244266,-3.3874876,-4.955748,-3.1354597,0.39887637,-3.622497,-2.443429,0.9768839,-6.9935083,8.38573,-2.4096112,-3.5654168,-2.0753312,-3.9278092,-4.417052,3.8688433,-4.8604813,-3.915176,3.4391134
IMG_2156_jpeg.rf.eb58b1d441b4e7145a8c6b28316f1887,Tea-powder-leaves-_100-199g_Halal_NonHealthy,-3.0276167,-2.617564,-3.1860352,-1.939902,0.25089735,-6.400898,-2.171418,-4.893683,-7.0645456,-2.8453066,-4.4730816,1.2287012,-7.278516,-3.2283723,-6.3390546,-6.1515956,-0.9350863,1.8731536,-1.2744013,-6.5093994,-3.7342403,-4.120458,-6.0397973,-0.6132048,-5.3915477,-3.0269668,-5.061159,-2.1155632,-3.5490131,-4.134353,-4.928726,-4.249345,-1.8513281,-5.1507645,-5.2072444,-2.0177019,-2.98817,-7.284691,-4.5361466,-3.3702989,7.703741,-4.7079325,-2.011452,9.04512,-3.5974133,-2.2112796,-4.903537,-8.058088,1.9431401,-3.4071753,-0.86727935,-3.435389,-2.0312603,-6.271535,4.1245403,-5.313402,-4.2688413,3.7854252
WIN_20231207_11_15_40_Pro,RolledOatsInstantOatmeal_400-499g_Halal_Healthy,-1.912264,-1.9950622,-1.5370666,-2.0659266,0.3056925,-1.214245,-0.74347275,-1.4917471,-1.4405798,-1.681717,-3.1754482,-1.990886,-3.6670687,-1.9508343,-2.3455405,-4.031351,-3.6610942,-3.5057764,-3.3914347,-3.02134,-3.2292376,-2.2590697,-4.5144277,-1.9226652,-2.6831682,-1.898431,-4.2963233,-2.37046,-2.2728992,-1.6790752,-3.0603979,-2.4482293,-2.5019152,0.30898377,6.7321415,-3.6513102,-3.378306,-1.5525827,-2.3721588,-2.4620142,-3.7408323,-3.957411,-1.065516,-1.6968824,-0.511331,-1.4884405,-2.4803164,-4.7176294,4.316207,-1.0408988,-3.1793814,-1.8573855,-0.47809592,-0.904332,2.6661582,-3.4445078,1.3678968,-1.851567
IMG_3496_jpeg.rf.b7e199c64388b8cb5a60136964961610,Nuts_100-199g_NonHalal_NonHealthy,-4.2891426,-1.5332566,-3.9910665,-1.6120775,0.7655014,-3.0217285,-4.285031,-5.4624033,-4.531014,-4.153377,-4.8066497,-2.7921345,-4.0995994,-2.9189253,-3.0750117,-5.7146883,-3.4784424,-1.4408597,-1.759085,-4.936536,-3.9185781,-2.217026,-3.9324362,8.463662,-5.0682673,-1.1651746,-1.3897643,-1.3037739,-3.2856047,-1.8128347,-4.3077784,-3.969015,-2.0601711,-4.543203,-4.084366,-3.4547658,-3.3844774,-6.700541,-2.2239068,0.08841251,0.15804093,-1.4652247,0.72767204,9.111992,-2.558798,-3.152913,-1.3074898,-3.3091218,-2.2867565,-2.7987974,-3.6303833,-3.8003967,-4.0054984,-3.441521,-3.733363,2.5873094,-2.8541553,3.066996
IMG_3383_jpeg.rf.759e309901efedec81fe1092361125c6,Nuts_100-199g_Halal_Healthy,-3.3634417,-1.3820809,-1.3105592,-0.30166337,-0.825142,-2.8183403,-1.9271197,-4.235981,-1.4015349,-0.7952543,-2.6326022,-0.522491,-4.8719873,-1.2653804,-4.466499,-4.6224065,-3.3416967,-1.1724093,-2.5547245,-3.7677298,-3.4953294,-2.572664,-4.575069,5.943877,-4.3005342,-2.7597957,-3.7583466,-2.676199,-2.771877,-3.4536545,-3.0947149,-3.4980407,-1.521753,-3.3259335,-0.5915496,-3.0936856,-2.8220296,-1.8180852,-4.0406494,-3.0285819,-1.3506002,-3.5267596,-1.1494334,5.9001656,-4.2288003,-0.8723917,0.5007323,-4.9099402,-1.9865497,-1.6780013,-3.3656003,-2.1898463,-0.87843376,-2.5750768,2.76507,-3.6727045,2.560741,-2.9818037
WIN_20231207_11_34_11_Pro,PotatochipsKeropok_1-99g_NonHalal_NonHealthy,-3.1741738,-1.3590832,-3.511542,-2.271817,0.2261114,-0.46471253,-4.344191,-4.9134674,-3.0773923,-5.208885,-3.1202908,-2.7421603,-2.77736,-3.5184193,-3.0999026,-4.6198053,-1.5212685,-3.1211782,-2.2441943,-1.2295641,-1.9625857,-3.850122,-4.0092945,0.23718199,-4.1984,-3.113998,-2.2277682,-2.0876846,-1.9439249,-1.4804862,-4.0973544,-2.2644017,7.099561,-1.828667,-2.8466709,-2.0593572,-4.0702734,-4.6554413,-3.3582942,0.6346944,-1.5069317,-3.3271577,6.361566,1.1515751,-3.4315588,-1.0952072,-2.344106,-4.5820837,-0.32171473,-1.7402474,-3.4005866,-2.9796834,-3.7603955,-4.3706565,-3.8958585,3.273192,-5.183838,4.88248
2023_10_25_11_23_20_365276,AdultMilk_1-99g_Halal_NonHealthy,8.731239,0.7466022,1.2289393,-2.5412025,-0.41024882,-3.1348338,-4.2468753,-5.238329,-4.1205497,-2.488147,-3.4231513,-2.9520369,-4.183677,-2.3511891,-2.954805,-6.0033016,-3.5431104,-1.6973276,-2.144491,-3.4647028,2.0190828,-4.607821,-6.0764346,-2.475751,-3.0264304,-3.8114438,-6.7243457,-3.3276875,-3.445044,-4.791935,-3.790318,-1.0434796,-1.1928217,-1.9911058,-2.305257,-4.062055,-3.141608,-6.3425136,-2.9038608,-1.3667073,-2.3874815,-4.668788,6.306688,-1.5765254,-1.5276456,-3.0034568,-3.5972939,-5.4433274,-1.1213255,-2.296433,-0.085028976,-4.397898,0.68799543,-2.183941,2.347773,-3.7687926,-4.1527176,3.5662994
IMG_1997_jpeg.rf.e54c43e25598c549364cc51d313db910,BiscuitsCrackersCookies_1-99g_NonHalal_NonHealthy,-1.3109586,-1.4045943,-3.7957604,-1.7319776,6.083119,-3.1053648,-4.388189,-4.240022,-4.437401,-3.8334732,-3.5352414,-2.9541934,-2.8001633,-3.607059,-1.8099452,-4.6017284,-2.1507173,-3.4048934,-1.8365878,-3.23473,-1.4066392,-3.121466,-3.5860517,-1.4872106,-3.2082918,-1.5740193,-3.5998518,-1.0372838,-1.8653331,-3.4497864,-4.80769,-2.259562,0.1535552,-2.3065286,-2.9798555,-3.0137746,-3.326923,-6.513335,-1.6306679,0.75122505,-1.6130112,-3.285734,6.886036,-0.8247809,-1.9863162,-1.7626748,-2.3494246,-3.0434988,0.42605022,-1.435649,-3.3776867,-4.0675454,-3.3553722,-3.9686513,-2.876224,1.8084478,-5.497981,5.321756
IMG_1987_jpeg.rf.cd38df2afbc38c20c3cff3eb80238574,BiscuitsCrackersCookies_100-199g_NonHalal_NonHealthy,-4.1932635,-0.588005,-3.880512,-0.6521965,5.800228,-5.0768895,-4.826206,-4.332656,-5.3192344,-4.2142057,-3.2645354,-2.2483428,-4.2573647,-4.606378,-3.3955972,-4.1051598,-1.2941768,0.25890565,0.8572819,-4.0499315,-1.1354296,-3.3495398,-2.113573,-1.7254527,-4.367407,-2.3425035,-1.3280858,-0.7766515,-2.0841985,-1.6606026,-3.5893261,-3.4062736,-2.469284,-3.6726878,-5.4903307,-3.67734,-0.30958578,-6.3295755,-2.9145567,-2.1717896,-0.9499404,-3.0526416,0.0025925147,7.864519,-4.17431,-0.30887476,-0.87824535,-3.7411826,-0.8497966,-3.4623954,-3.089717,-3.5848477,-3.0247242,-4.5934424,-5.098783,4.088668,-5.53761,5.689954
IMG_3479_jpeg.rf.b268cc4a27c28e5c29a3443b72cd214c,Nuts_1-99g_NonHalal_NonHealthy,-3.654073,-1.6480092,-3.5380828,-3.2845721,-0.67713785,-1.2548765,-5.393702,-6.067796,-4.6405735,-3.8386586,-3.769875,-1.8245238,-2.6318846,-2.8998,-3.0645142,-6.4327016,-0.9728497,-4.565612,-4.113523,-3.6355333,-2.7328358,-4.2040133,-4.476344,6.7441945,-4.3553805,-2.5233905,-3.905417,-3.1052275,-0.18406574,-2.093579,-4.2206955,-3.584587,0.62556064,-4.423786,-3.1297896,-4.4572964,-4.48871,-6.3544717,-3.1552112,1.0616417,-1.2548,-3.0347495,7.926067,1.009723,-3.0535042,-1.4003085,-0.96546054,-4.3875046,-3.3256862,-1.9034977,-3.2585754,-3.853184,-4.823632,-4.0564356,-3.4644597,2.2874725,-3.9411554,3.8369784
WIN_20231207_11_34_08_Pro,PotatochipsKeropok_1-99g_NonHalal_NonHealthy,-2.339385,-2.12487,-3.2263055,-2.8606668,0.15559298,0.3869623,-3.847309,-5.142519,-2.7743497,-4.691527,-3.263555,-2.5647721,-2.8282952,-3.1317763,-2.9458797,-4.833468,-2.1311405,-3.9551785,-2.4587183,-2.3684335,-1.390515,-3.5180619,-4.0791235,-0.68350494,-3.9660397,-2.7470136,-2.9740994,-1.6357325,-1.9753828,-1.3125737,-4.110227,-2.4378278,8.174358,-2.2032487,-1.528846,-2.2535753,-4.528141,-4.716412,-3.3455303,-0.5208295,-1.8470708,-3.6711931,6.9872894,-0.93495,-2.7826622,-1.4939646,-2.2981985,-4.5659885,-0.38546902,-1.5885217,-2.7869804,-3.1217782,-3.0322,-3.9184573,-4.077162,3.4332333,-4.515481,4.0139675
IMG_5623_jpeg.rf.f4739c269283b8e9b801221e716303a0,InstantNoodles_400-499g_Halal_NonHealthy,-2.6169014,-3.3684764,-3.1688287,0.16644885,-0.40189454,-4.772253,-0.05420719,-1.526936,-5.958183,-4.235654,-4.131326,-2.8150988,-5.670574,-5.304327,-5.024802,-4.9492745,-2.623954,0.6740337,9.187897,-1.6804624,-2.605363,-3.1100912,-5.46349,-3.8455236,-3.2781897,-2.81661,-4.9227247,-1.3842221,-4.8027616,0.38855994,-2.8696084,-3.4385207,-3.2752101,-2.3853045,-4.1037765,-3.1227002,-2.0956085,-5.9922776,-3.2952564,-3.3242273,-2.321033,-3.8378067,-1.4662322,-0.8511127,-5.1823764,-1.5160725,-2.7605467,-6.27902,9.808991,-1.8570554,-2.9729497,-4.3491898,-3.024075,-4.408238,3.4216743,-3.3576179,-4.5586743,4.4100347
