prd_type,xmin,ymin,xmax,ymax,filename,tmp_img_file_path,halal
cookies_1g-99g,127,77,1459,1017,cookies_1g-99g_a22.png,cookies_1g-99g/cookies_1g-99g_a22.png,N
cookies_1g-99g,182,154,734,1076,cookies_1g-99g_a23.png,cookies_1g-99g/cookies_1g-99g_a23.png,N
cookies_1g-99g,245,84,476,1040,cookies_1g-99g_a24.png,cookies_1g-99g/cookies_1g-99g_a24.png,Y
cookies_1g-99g,203,190,711,1021,cookies_1g-99g_a25.png,cookies_1g-99g/cookies_1g-99g_a25.png,N
cookies_1g-99g,233,168,690,893,cookies_1g-99g_a26.png,cookies_1g-99g/cookies_1g-99g_a26.png,N
cookies_1g-99g,213,161,687,936,cookies_1g-99g_a27.png,cookies_1g-99g/cookies_1g-99g_a27.png,N
cookies_1g-99g,244,132,755,947,cookies_1g-99g_a28.png,cookies_1g-99g/cookies_1g-99g_a28.png,N
cookies_1g-99g,218,162,750,984,cookies_1g-99g_a29.png,cookies_1g-99g/cookies_1g-99g_a29.png,N
cookies_1g-99g,189,105,557,1074,cookies_1g-99g_a3.png,cookies_1g-99g/cookies_1g-99g_a3.png,Y
cookies_1g-99g,183,225,681,992,cookies_1g-99g_a30.png,cookies_1g-99g/cookies_1g-99g_a30.png,N
cookies_1g-99g,198,174,736,1004,cookies_1g-99g_a31.png,cookies_1g-99g/cookies_1g-99g_a31.png,N
cookies_1g-99g,310,89,662,1138,cookies_1g-99g_a4.png,cookies_1g-99g/cookies_1g-99g_a4.png,Y
cookies_1g-99g,219,104,536,1119,cookies_1g-99g_a5.png,cookies_1g-99g/cookies_1g-99g_a5.png,Y
cookies_1g-99g,135,107,1420,990,cookies_1g-99g_a6.png,cookies_1g-99g/cookies_1g-99g_a6.png,N
cookies_1g-99g,150,131,1419,977,cookies_1g-99g_a7.png,cookies_1g-99g/cookies_1g-99g_a7.png,N
cookies_1g-99g,254,84,592,1132,cookies_1g-99g_a8.png,cookies_1g-99g/cookies_1g-99g_a8.png,Y
cookies_1g-99g,252,122,577,1086,cookies_1g-99g_a9.png,cookies_1g-99g/cookies_1g-99g_a9.png,Y
cookies_1g-99g,59,250,858,771,cookies_1g-99g_b1.png,cookies_1g-99g/cookies_1g-99g_b1.png,N
cookies_1g-99g,260,123,572,983,cookies_1g-99g_b2.png,cookies_1g-99g/cookies_1g-99g_b2.png,Y
cookies_1g-99g,301,51,420,382,cookies_1g-99g_d1.png,cookies_1g-99g/cookies_1g-99g_d1.png,Y
cookies_1g-99g,185,89,355,298,cookies_1g-99g_d10.png,cookies_1g-99g/cookies_1g-99g_d10.png,N
cookies_1g-99g,74,64,541,356,cookies_1g-99g_d11.png,cookies_1g-99g/cookies_1g-99g_d11.png,N
cookies_1g-99g,63,90,543,380,cookies_1g-99g_d12.png,cookies_1g-99g/cookies_1g-99g_d12.png,N
cookies_1g-99g,71,77,531,357,cookies_1g-99g_d13.png,cookies_1g-99g/cookies_1g-99g_d13.png,N
cookies_1g-99g,80,72,551,355,cookies_1g-99g_d14.png,cookies_1g-99g/cookies_1g-99g_d14.png,N
cookies_1g-99g,64,73,527,350,cookies_1g-99g_d15.png,cookies_1g-99g/cookies_1g-99g_d15.png,N
cookies_1g-99g,232,55,354,381,cookies_1g-99g_d2.png,cookies_1g-99g/cookies_1g-99g_d2.png,Y
cookies_1g-99g,299,56,429,386,cookies_1g-99g_d3.png,cookies_1g-99g/cookies_1g-99g_d3.png,Y
cookies_1g-99g,283,56,416,390,cookies_1g-99g_d4.png,cookies_1g-99g/cookies_1g-99g_d4.png,Y
cookies_1g-99g,344,51,459,390,cookies_1g-99g_d5.png,cookies_1g-99g/cookies_1g-99g_d5.png,Y
cookies_1g-99g,170,79,343,283,cookies_1g-99g_d6.png,cookies_1g-99g/cookies_1g-99g_d6.png,N
cookies_1g-99g,157,87,322,289,cookies_1g-99g_d7.png,cookies_1g-99g/cookies_1g-99g_d7.png,N
cookies_1g-99g,186,79,354,279,cookies_1g-99g_d8.png,cookies_1g-99g/cookies_1g-99g_d8.png,N
cookies_1g-99g,189,92,349,306,cookies_1g-99g_d9.png,cookies_1g-99g/cookies_1g-99g_d9.png,N
cookies_1g-99g,292,123,860,448,cookies_1g-99g_e1.png,cookies_1g-99g/cookies_1g-99g_e1.png,N
cookies_1g-99g,340,115,833,454,cookies_1g-99g_e10.png,cookies_1g-99g/cookies_1g-99g_e10.png,N
cookies_1g-99g,184,107,770,426,cookies_1g-99g_e2.png,cookies_1g-99g/cookies_1g-99g_e2.png,N
cookies_1g-99g,139,118,809,540,cookies_1g-99g_e3.png,cookies_1g-99g/cookies_1g-99g_e3.png,N
cookies_1g-99g,149,189,799,539,cookies_1g-99g_e4.png,cookies_1g-99g/cookies_1g-99g_e4.png,N
cookies_1g-99g,467,185,752,496,cookies_1g-99g_e5.png,cookies_1g-99g/cookies_1g-99g_e5.png,N
cookies_1g-99g,541,118,872,467,cookies_1g-99g_e6.png,cookies_1g-99g/cookies_1g-99g_e6.png,N
cookies_1g-99g,354,129,656,482,cookies_1g-99g_e7.png,cookies_1g-99g/cookies_1g-99g_e7.png,N
cookies_1g-99g,405,93,733,514,cookies_1g-99g_e8.png,cookies_1g-99g/cookies_1g-99g_e8.png,N
cookies_1g-99g,379,152,695,500,cookies_1g-99g_e9.png,cookies_1g-99g/cookies_1g-99g_e9.png,N
cookies_200g-299g,23,96,270,255,Cookies_200-299g_0311_Halal_1.png,cookies_200g-299g/Cookies_200-299g_0311_Halal_1.png,Y
cookies_200g-299g,57,113,288,300,Cookies_200-299g_0311_Halal_2.png,cookies_200g-299g/Cookies_200-299g_0311_Halal_2.png,Y
cookies_200g-299g,30,124,214,296,Cookies_200-299g_0311_Halal_3.png,cookies_200g-299g/Cookies_200-299g_0311_Halal_3.png,Y
cookies_200g-299g,29,156,276,281,Cookies_200-299g_0311_Halal_4.png,cookies_200g-299g/Cookies_200-299g_0311_Halal_4.png,Y
cookies_200g-299g,42,214,280,350,Cookies_200-299g_0311_Halal_5.png,cookies_200g-299g/Cookies_200-299g_0311_Halal_5.png,Y
cookies_200g-299g,32,121,277,314,Cookies_200-299g_0311_NonHalal_1.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_1.png,N
cookies_200g-299g,103,173,236,363,Cookies_200-299g_0311_NonHalal_10.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_10.png,N
cookies_200g-299g,73,66,226,353,Cookies_200-299g_0311_NonHalal_11.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_11.png,N
cookies_200g-299g,106,70,248,339,Cookies_200-299g_0311_NonHalal_12.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_12.png,N
cookies_200g-299g,96,80,215,353,Cookies_200-299g_0311_NonHalal_13.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_13.png,N
cookies_200g-299g,85,62,220,262,Cookies_200-299g_0311_NonHalal_14.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_14.png,N
cookies_200g-299g,73,91,241,365,Cookies_200-299g_0311_NonHalal_15.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_15.png,N
cookies_200g-299g,34,163,270,280,Cookies_200-299g_0311_NonHalal_16.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_16.png,N
cookies_200g-299g,78,162,288,285,Cookies_200-299g_0311_NonHalal_17.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_17.png,N
cookies_200g-299g,31,188,239,328,Cookies_200-299g_0311_NonHalal_18.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_18.png,N
cookies_200g-299g,40,135,261,255,Cookies_200-299g_0311_NonHalal_19.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_19.png,N
cookies_200g-299g,94,66,288,273,Cookies_200-299g_0311_NonHalal_2.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_2.png,N
cookies_200g-299g,59,288,264,391,Cookies_200-299g_0311_NonHalal_20.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_20.png,N
cookies_200g-299g,24,126,295,316,Cookies_200-299g_0311_NonHalal_21.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_21.png,N
cookies_200g-299g,61,103,284,294,Cookies_200-299g_0311_NonHalal_22.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_22.png,N
cookies_200g-299g,26,110,238,292,Cookies_200-299g_0311_NonHalal_23.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_23.png,N
cookies_200g-299g,33,140,279,269,Cookies_200-299g_0311_NonHalal_24.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_24.png,N
cookies_200g-299g,42,215,267,365,Cookies_200-299g_0311_NonHalal_25.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_25.png,N
cookies_200g-299g,90,125,268,300,Cookies_200-299g_0311_NonHalal_3.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_3.png,N
cookies_200g-299g,37,115,260,262,Cookies_200-299g_0311_NonHalal_4.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_4.png,N
cookies_200g-299g,18,114,281,307,Cookies_200-299g_0311_NonHalal_5.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_5.png,N
cookies_200g-299g,81,85,228,329,Cookies_200-299g_0311_NonHalal_6.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_6.png,N
cookies_200g-299g,137,91,272,297,Cookies_200-299g_0311_NonHalal_7.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_7.png,N
cookies_200g-299g,74,94,203,286,Cookies_200-299g_0311_NonHalal_8.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_8.png,N
cookies_200g-299g,65,47,241,278,Cookies_200-299g_0311_NonHalal_9.png,cookies_200g-299g/Cookies_200-299g_0311_NonHalal_9.png,N
cookies_200g-299g,29,263,889,889,cookies_200g-299g_11.png,cookies_200g-299g/cookies_200g-299g_11.png,N
cookies_200g-299g,20,218,870,824,cookies_200g-299g_12.png,cookies_200g-299g/cookies_200g-299g_12.png,N
cookies_200g-299g,48,197,868,770,cookies_200g-299g_13.png,cookies_200g-299g/cookies_200g-299g_13.png,N
cookies_200g-299g,35,255,847,838,cookies_200g-299g_14.png,cookies_200g-299g/cookies_200g-299g_14.png,N
cookies_200g-299g,50,235,861,813,cookies_200g-299g_15.png,cookies_200g-299g/cookies_200g-299g_15.png,N
cookies_200g-299g,39,52,857,627,cookies_200g-299g_16.png,cookies_200g-299g/cookies_200g-299g_16.png,N
cookies_200g-299g,40,262,868,844,cookies_200g-299g_17.png,cookies_200g-299g/cookies_200g-299g_17.png,N
cookies_200g-299g,11,109,845,695,cookies_200g-299g_18.png,cookies_200g-299g/cookies_200g-299g_18.png,N
cookies_200g-299g,59,228,875,721,cookies_200g-299g_28.png,cookies_200g-299g/cookies_200g-299g_28.png,Y
cookies_200g-299g,49,207,862,708,cookies_200g-299g_29.png,cookies_200g-299g/cookies_200g-299g_29.png,Y
cookies_200g-299g,47,381,861,660,cookies_200g-299g_61.png,cookies_200g-299g/cookies_200g-299g_61.png,N
cookies_200g-299g,56,409,873,671,cookies_200g-299g_62.png,cookies_200g-299g/cookies_200g-299g_62.png,N
cookies_200g-299g,44,402,849,660,cookies_200g-299g_63.png,cookies_200g-299g/cookies_200g-299g_63.png,N
cookies_200g-299g,53,409,837,665,cookies_200g-299g_64.png,cookies_200g-299g/cookies_200g-299g_64.png,N
cookies_200g-299g,59,396,838,658,cookies_200g-299g_65.png,cookies_200g-299g/cookies_200g-299g_65.png,N
cookies_200g-299g,54,414,836,654,cookies_200g-299g_66.png,cookies_200g-299g/cookies_200g-299g_66.png,N
cookies_200g-299g,49,392,861,667,cookies_200g-299g_67.png,cookies_200g-299g/cookies_200g-299g_67.png,N
cookies_200g-299g,24,277,829,534,cookies_200g-299g_70.png,cookies_200g-299g/cookies_200g-299g_70.png,N
cookies_200g-299g,133,73,1446,1100,cookies_200g-299g_a1.png,cookies_200g-299g/cookies_200g-299g_a1.png,N
cookies_200g-299g,137,50,1453,1097,cookies_200g-299g_a10.png,cookies_200g-299g/cookies_200g-299g_a10.png,N
cookies_200g-299g,114,138,1499,838,cookies_200g-299g_a11.png,cookies_200g-299g/cookies_200g-299g_a11.png,N
cookies_200g-299g,107,134,1511,859,cookies_200g-299g_a12.png,cookies_200g-299g/cookies_200g-299g_a12.png,N
cookies_200g-299g,80,138,1479,852,cookies_200g-299g_a13.png,cookies_200g-299g/cookies_200g-299g_a13.png,N
cookies_200g-299g,68,153,1501,870,cookies_200g-299g_a14.png,cookies_200g-299g/cookies_200g-299g_a14.png,N
cookies_200g-299g,134,284,1407,663,cookies_200g-299g_a15.png,cookies_200g-299g/cookies_200g-299g_a15.png,N
cookies_200g-299g,75,205,1510,909,cookies_200g-299g_a16.png,cookies_200g-299g/cookies_200g-299g_a16.png,N
cookies_200g-299g,190,116,710,937,cookies_200g-299g_a17.png,cookies_200g-299g/cookies_200g-299g_a17.png,N
cookies_200g-299g,111,286,1349,676,cookies_200g-299g_a18.png,cookies_200g-299g/cookies_200g-299g_a18.png,N
cookies_200g-299g,101,145,1486,836,cookies_200g-299g_a19.png,cookies_200g-299g/cookies_200g-299g_a19.png,N
cookies_200g-299g,121,81,621,1084,cookies_200g-299g_a2.png,cookies_200g-299g/cookies_200g-299g_a2.png,N
cookies_200g-299g,174,91,715,970,cookies_200g-299g_a20.png,cookies_200g-299g/cookies_200g-299g_a20.png,N
cookies_200g-299g,151,238,1374,672,cookies_200g-299g_a21.png,cookies_200g-299g/cookies_200g-299g_a21.png,N
cookies_200g-299g,216,156,1386,934,cookies_200g-299g_a22.png,cookies_200g-299g/cookies_200g-299g_a22.png,N
cookies_200g-299g,147,123,651,940,cookies_200g-299g_a23.png,cookies_200g-299g/cookies_200g-299g_a23.png,N
cookies_200g-299g,92,128,1360,1015,cookies_200g-299g_a24.png,cookies_200g-299g/cookies_200g-299g_a24.png,N
cookies_200g-299g,215,154,657,889,cookies_200g-299g_a25.png,cookies_200g-299g/cookies_200g-299g_a25.png,N
cookies_200g-299g,133,311,1274,663,cookies_200g-299g_a26.png,cookies_200g-299g/cookies_200g-299g_a26.png,N
cookies_200g-299g,83,126,1286,967,cookies_200g-299g_a27.png,cookies_200g-299g/cookies_200g-299g_a27.png,N
cookies_200g-299g,175,70,691,938,cookies_200g-299g_a28.png,cookies_200g-299g/cookies_200g-299g_a28.png,N
cookies_200g-299g,74,208,1427,923,cookies_200g-299g_a3.png,cookies_200g-299g/cookies_200g-299g_a3.png,N
cookies_200g-299g,133,85,657,1057,cookies_200g-299g_a4.png,cookies_200g-299g/cookies_200g-299g_a4.png,N
cookies_200g-299g,95,216,1432,900,cookies_200g-299g_a5.png,cookies_200g-299g/cookies_200g-299g_a5.png,N
cookies_200g-299g,145,124,640,1085,cookies_200g-299g_a6.png,cookies_200g-299g/cookies_200g-299g_a6.png,N
cookies_200g-299g,197,31,1493,1104,cookies_200g-299g_a7.png,cookies_200g-299g/cookies_200g-299g_a7.png,N
cookies_200g-299g,127,93,1400,1110,cookies_200g-299g_a8.png,cookies_200g-299g/cookies_200g-299g_a8.png,N
cookies_200g-299g,191,61,1466,1084,cookies_200g-299g_a9.png,cookies_200g-299g/cookies_200g-299g_a9.png,N
cookies_200g-299g,66,335,839,725,cookies_200g-299g_b1.png,cookies_200g-299g/cookies_200g-299g_b1.png,N
cookies_200g-299g,63,71,621,338,cookies_200g-299g_d1.png,cookies_200g-299g/cookies_200g-299g_d1.png,N
cookies_200g-299g,43,105,249,357,cookies_200g-299g_d10.png,cookies_200g-299g/cookies_200g-299g_d10.png,N
cookies_200g-299g,97,101,297,356,cookies_200g-299g_d11.png,cookies_200g-299g/cookies_200g-299g_d11.png,N
cookies_200g-299g,83,78,276,389,cookies_200g-299g_d12.png,cookies_200g-299g/cookies_200g-299g_d12.png,N
cookies_200g-299g,67,67,263,394,cookies_200g-299g_d13.png,cookies_200g-299g/cookies_200g-299g_d13.png,N
cookies_200g-299g,71,73,261,390,cookies_200g-299g_d14.png,cookies_200g-299g/cookies_200g-299g_d14.png,N
cookies_200g-299g,79,76,286,405,cookies_200g-299g_d15.png,cookies_200g-299g/cookies_200g-299g_d15.png,N
cookies_200g-299g,148,55,338,381,cookies_200g-299g_d16.png,cookies_200g-299g/cookies_200g-299g_d16.png,N
cookies_200g-299g,111,65,309,383,cookies_200g-299g_d17.png,cookies_200g-299g/cookies_200g-299g_d17.png,N
cookies_200g-299g,54,41,523,404,cookies_200g-299g_d18.png,cookies_200g-299g/cookies_200g-299g_d18.png,N
cookies_200g-299g,68,42,520,398,cookies_200g-299g_d19.png,cookies_200g-299g/cookies_200g-299g_d19.png,N
cookies_200g-299g,62,73,632,350,cookies_200g-299g_d2.png,cookies_200g-299g/cookies_200g-299g_d2.png,N
cookies_200g-299g,62,34,522,395,cookies_200g-299g_d20.png,cookies_200g-299g/cookies_200g-299g_d20.png,N
cookies_200g-299g,60,35,520,407,cookies_200g-299g_d21.png,cookies_200g-299g/cookies_200g-299g_d21.png,N
cookies_200g-299g,60,32,527,400,cookies_200g-299g_d22.png,cookies_200g-299g/cookies_200g-299g_d22.png,N
cookies_200g-299g,69,47,561,378,cookies_200g-299g_d23.png,cookies_200g-299g/cookies_200g-299g_d23.png,N
cookies_200g-299g,52,43,551,383,cookies_200g-299g_d24.png,cookies_200g-299g/cookies_200g-299g_d24.png,N
cookies_200g-299g,41,42,540,374,cookies_200g-299g_d25.png,cookies_200g-299g/cookies_200g-299g_d25.png,N
cookies_200g-299g,57,41,552,385,cookies_200g-299g_d26.png,cookies_200g-299g/cookies_200g-299g_d26.png,N
cookies_200g-299g,51,44,541,390,cookies_200g-299g_d27.png,cookies_200g-299g/cookies_200g-299g_d27.png,N
cookies_200g-299g,65,83,645,350,cookies_200g-299g_d3.png,cookies_200g-299g/cookies_200g-299g_d3.png,N
cookies_200g-299g,71,87,646,343,cookies_200g-299g_d4.png,cookies_200g-299g/cookies_200g-299g_d4.png,N
cookies_200g-299g,63,77,607,351,cookies_200g-299g_d5.png,cookies_200g-299g/cookies_200g-299g_d5.png,N
cookies_200g-299g,53,97,244,376,cookies_200g-299g_d6.png,cookies_200g-299g/cookies_200g-299g_d6.png,N
cookies_200g-299g,54,92,247,373,cookies_200g-299g_d7.png,cookies_200g-299g/cookies_200g-299g_d7.png,N
cookies_200g-299g,52,95,240,366,cookies_200g-299g_d8.png,cookies_200g-299g/cookies_200g-299g_d8.png,N
cookies_200g-299g,40,98,244,369,cookies_200g-299g_d9.png,cookies_200g-299g/cookies_200g-299g_d9.png,N
cookies_200g-299g,467,45,788,564,cookies_200g-299g_e1.png,cookies_200g-299g/cookies_200g-299g_e1.png,N
cookies_200g-299g,181,78,776,550,cookies_200g-299g_e10.png,cookies_200g-299g/cookies_200g-299g_e10.png,N
cookies_200g-299g,214,58,879,592,cookies_200g-299g_e11.png,cookies_200g-299g/cookies_200g-299g_e11.png,N
cookies_200g-299g,207,58,795,551,cookies_200g-299g_e12.png,cookies_200g-299g/cookies_200g-299g_e12.png,N
cookies_200g-299g,197,97,856,597,cookies_200g-299g_e13.png,cookies_200g-299g/cookies_200g-299g_e13.png,N
cookies_200g-299g,187,108,848,569,cookies_200g-299g_e14.png,cookies_200g-299g/cookies_200g-299g_e14.png,N
cookies_200g-299g,171,118,784,385,cookies_200g-299g_e15.png,cookies_200g-299g/cookies_200g-299g_e15.png,N
cookies_200g-299g,217,166,983,528,cookies_200g-299g_e16.png,cookies_200g-299g/cookies_200g-299g_e16.png,N
cookies_200g-299g,258,186,884,490,cookies_200g-299g_e17.png,cookies_200g-299g/cookies_200g-299g_e17.png,N
cookies_200g-299g,122,138,893,501,cookies_200g-299g_e18.png,cookies_200g-299g/cookies_200g-299g_e18.png,N
cookies_200g-299g,189,269,896,512,cookies_200g-299g_e19.png,cookies_200g-299g/cookies_200g-299g_e19.png,N
cookies_200g-299g,501,49,792,559,cookies_200g-299g_e2.png,cookies_200g-299g/cookies_200g-299g_e2.png,N
cookies_200g-299g,328,217,821,563,cookies_200g-299g_e20.png,cookies_200g-299g/cookies_200g-299g_e20.png,N
cookies_200g-299g,225,63,895,539,cookies_200g-299g_e21.png,cookies_200g-299g/cookies_200g-299g_e21.png,N
cookies_200g-299g,236,105,831,510,cookies_200g-299g_e22.png,cookies_200g-299g/cookies_200g-299g_e22.png,N
cookies_200g-299g,158,110,822,509,cookies_200g-299g_e23.png,cookies_200g-299g/cookies_200g-299g_e23.png,N
cookies_200g-299g,313,207,871,502,cookies_200g-299g_e24.png,cookies_200g-299g/cookies_200g-299g_e24.png,N
cookies_200g-299g,366,111,627,557,cookies_200g-299g_e25.png,cookies_200g-299g/cookies_200g-299g_e25.png,N
cookies_200g-299g,351,72,652,609,cookies_200g-299g_e3.png,cookies_200g-299g/cookies_200g-299g_e3.png,N
cookies_200g-299g,340,56,652,592,cookies_200g-299g_e4.png,cookies_200g-299g/cookies_200g-299g_e4.png,N
cookies_200g-299g,414,92,698,586,cookies_200g-299g_e5.png,cookies_200g-299g/cookies_200g-299g_e5.png,N
cookies_200g-299g,387,82,688,595,cookies_200g-299g_e6.png,cookies_200g-299g/cookies_200g-299g_e6.png,N
cookies_200g-299g,204,64,510,558,cookies_200g-299g_e7.png,cookies_200g-299g/cookies_200g-299g_e7.png,N
cookies_200g-299g,297,81,587,602,cookies_200g-299g_e8.png,cookies_200g-299g/cookies_200g-299g_e8.png,N
cookies_200g-299g,372,79,663,570,cookies_200g-299g_e9.png,cookies_200g-299g/cookies_200g-299g_e9.png,N
cookies_300g-399g,64,65,261,337,Cookies_300-399g_0311_Halal_1.png,cookies_300g-399g/Cookies_300-399g_0311_Halal_1.png,Y
cookies_300g-399g,92,56,277,325,Cookies_300-399g_0311_Halal_2.png,cookies_300g-399g/Cookies_300-399g_0311_Halal_2.png,Y
cookies_300g-399g,61,104,205,355,Cookies_300-399g_0311_Halal_3.png,cookies_300g-399g/Cookies_300-399g_0311_Halal_3.png,Y
cookies_300g-399g,46,83,235,321,Cookies_300-399g_0311_Halal_4.png,cookies_300g-399g/Cookies_300-399g_0311_Halal_4.png,Y
cookies_300g-399g,73,192,236,343,Cookies_300-399g_0311_Halal_5.png,cookies_300g-399g/Cookies_300-399g_0311_Halal_5.png,Y
cookies_300g-399g,36,142,296,300,Cookies_300-399g_0311_NonHalal_1.png,cookies_300g-399g/Cookies_300-399g_0311_NonHalal_1.png,N
cookies_300g-399g,89,123,275,281,Cookies_300-399g_0311_NonHalal_2.png,cookies_300g-399g/Cookies_300-399g_0311_NonHalal_2.png,N
cookies_300g-399g,43,130,238,283,Cookies_300-399g_0311_NonHalal_3.png,cookies_300g-399g/Cookies_300-399g_0311_NonHalal_3.png,N
cookies_300g-399g,34,120,277,246,Cookies_300-399g_0311_NonHalal_4.png,cookies_300g-399g/Cookies_300-399g_0311_NonHalal_4.png,N
cookies_300g-399g,35,213,278,344,Cookies_300-399g_0311_NonHalal_5.png,cookies_300g-399g/Cookies_300-399g_0311_NonHalal_5.png,N
cookies_300g-399g,72,118,971,644,cookies_300g-399g_a1.png,cookies_300g-399g/cookies_300g-399g_a1.png,N
cookies_300g-399g,90,106,641,821,cookies_300g-399g_a10.png,cookies_300g-399g/cookies_300g-399g_a10.png,Y
cookies_300g-399g,86,114,957,638,cookies_300g-399g_a2.png,cookies_300g-399g/cookies_300g-399g_a2.png,N
cookies_300g-399g,79,73,958,596,cookies_300g-399g_a3.png,cookies_300g-399g/cookies_300g-399g_a3.png,N
cookies_300g-399g,68,83,995,631,cookies_300g-399g_a4.png,cookies_300g-399g/cookies_300g-399g_a4.png,N
cookies_300g-399g,67,103,969,621,cookies_300g-399g_a5.png,cookies_300g-399g/cookies_300g-399g_a5.png,N
cookies_300g-399g,78,79,677,829,cookies_300g-399g_a6.png,cookies_300g-399g/cookies_300g-399g_a6.png,Y
cookies_300g-399g,83,118,631,839,cookies_300g-399g_a7.png,cookies_300g-399g/cookies_300g-399g_a7.png,Y
cookies_300g-399g,92,84,605,810,cookies_300g-399g_a8.png,cookies_300g-399g/cookies_300g-399g_a8.png,Y
cookies_300g-399g,73,57,674,802,cookies_300g-399g_a9.png,cookies_300g-399g/cookies_300g-399g_a9.png,Y
cookies_300g-399g,123,110,793,1088,cookies_300g-399g_b1.png,cookies_300g-399g/cookies_300g-399g_b1.png,Y
cookies_300g-399g,75,262,857,741,cookies_300g-399g_b2.png,cookies_300g-399g/cookies_300g-399g_b2.png,N
cookies_300g-399g,201,15,492,424,cookies_300g-399g_c1.png,cookies_300g-399g/cookies_300g-399g_c1.png,Y
cookies_300g-399g,73,38,320,377,cookies_300g-399g_d1.png,cookies_300g-399g/cookies_300g-399g_d1.png,Y
cookies_300g-399g,82,52,588,343,cookies_300g-399g_d10.png,cookies_300g-399g/cookies_300g-399g_d10.png,N
cookies_300g-399g,71,62,318,378,cookies_300g-399g_d2.png,cookies_300g-399g/cookies_300g-399g_d2.png,Y
cookies_300g-399g,74,60,324,373,cookies_300g-399g_d3.png,cookies_300g-399g/cookies_300g-399g_d3.png,Y
cookies_300g-399g,60,60,301,369,cookies_300g-399g_d4.png,cookies_300g-399g/cookies_300g-399g_d4.png,Y
cookies_300g-399g,55,69,298,373,cookies_300g-399g_d5.png,cookies_300g-399g/cookies_300g-399g_d5.png,Y
cookies_300g-399g,81,50,587,343,cookies_300g-399g_d6.png,cookies_300g-399g/cookies_300g-399g_d6.png,N
cookies_300g-399g,71,54,572,347,cookies_300g-399g_d7.png,cookies_300g-399g/cookies_300g-399g_d7.png,N
cookies_300g-399g,66,51,557,340,cookies_300g-399g_d8.png,cookies_300g-399g/cookies_300g-399g_d8.png,N
cookies_300g-399g,83,52,576,342,cookies_300g-399g_d9.png,cookies_300g-399g/cookies_300g-399g_d9.png,N
cookies_300g-399g,438,73,832,583,cookies_300g-399g_e1.png,cookies_300g-399g/cookies_300g-399g_e1.png,Y
cookies_300g-399g,258,64,648,547,cookies_300g-399g_e10.png,cookies_300g-399g/cookies_300g-399g_e10.png,Y
cookies_300g-399g,272,89,600,559,cookies_300g-399g_e2.png,cookies_300g-399g/cookies_300g-399g_e2.png,Y
cookies_300g-399g,295,89,665,595,cookies_300g-399g_e3.png,cookies_300g-399g/cookies_300g-399g_e3.png,Y
cookies_300g-399g,266,103,648,605,cookies_300g-399g_e4.png,cookies_300g-399g/cookies_300g-399g_e4.png,Y
cookies_300g-399g,225,262,785,580,cookies_300g-399g_e5.png,cookies_300g-399g/cookies_300g-399g_e5.png,N
cookies_300g-399g,222,141,890,498,cookies_300g-399g_e6.png,cookies_300g-399g/cookies_300g-399g_e6.png,N
cookies_300g-399g,250,130,848,497,cookies_300g-399g_e7.png,cookies_300g-399g/cookies_300g-399g_e7.png,N
cookies_300g-399g,101,145,791,544,cookies_300g-399g_e8.png,cookies_300g-399g/cookies_300g-399g_e8.png,N
cookies_300g-399g,203,136,869,439,cookies_300g-399g_e9.png,cookies_300g-399g/cookies_300g-399g_e9.png,N
cookies_400g-499g,50,83,247,297,Cookies_400-499g_0311_NonHalal_1.png,cookies_400g-499g/Cookies_400-499g_0311_NonHalal_1.png,N
cookies_400g-499g,65,128,239,311,Cookies_400-499g_0311_NonHalal_2.png,cookies_400g-499g/Cookies_400-499g_0311_NonHalal_2.png,N
cookies_400g-499g,44,142,244,342,Cookies_400-499g_0311_NonHalal_3.png,cookies_400g-499g/Cookies_400-499g_0311_NonHalal_3.png,N
cookies_400g-499g,72,81,239,303,Cookies_400-499g_0311_NonHalal_4.png,cookies_400g-499g/Cookies_400-499g_0311_NonHalal_4.png,N
