,img_filename,product_type,weight,halal,health,image_reflection,image_clarity,product_type_confidence,weight_confidence,halal_confidence,health_confidence
159,IMG_2135_jpeg.rf.6d0cbbf581f3ae68be071733e030b496.jpg,BeehoonVermicelli,400-499g,Halal,NonHealthy,Low,High,High,High,Low,High
160,IMG_2328_JPG.rf.10328f50d54c11827e99a0afd34ccf70.jpg,BeehoonVermicelli,400-499g,Halal,Healthy,Low,High,High,High,Low,Low
161,IMG_2299_JPG.rf.0a2097c42c0516765f7d6ce5aa297c30.jpg,OtherNoodles,600-699g,Halal,NonHealthy,Low,High,High,High,Medium,High
162,IMG_2330_JPG.rf.2562c0290fe3830898217333df4bbb36.jpg,Instant Noodles,100-199g,NonHalal,NonHealthy,Medium,High,High,High,Low,Low
163,IMG_2300_JPG.rf.2545dcf2cd4c82653393f19c492d9577.jpg,BeehoonVermicelli,400-499g,Halal,NonHealthy,Low,High,High,Medium,Low,Low
164,IMG_3282_jpeg.rf.2cab2e3c3684b71dccc8e35e9cee6e90.jpg,BeehoonVermicelli,400-499g,Halal,NonHealthy,Low,High,High,High,Low,Low
165,IMG_2301_JPG.rf.6931ffb52539d596994caa32dc284fb6.jpg,BeehoonVermicelli,400-499g,Halal,Healthy,Low,High,High,Medium,Low,Low
166,IMG_2298_JPG.rf.87a95e98370ed4bfcb43f867feef6112.jpg,OtherNoodles,100-199g,Halal,NonHealthy,Low,Medium,High,Low,Low,Medium
167,IMG_3280_jpeg.rf.57ac5b6f962b9d158aaae18cb270db57.jpg,BeehoonVermicelli,400-499g,Halal,Healthy,Low,High,High,High,Medium,Medium
168,IMG_2331_JPG.rf.7cb1549bdedc755537b1b5cd03dd3f4c.jpg,OtherSauceDressing,200-299g,Halal,NonHealthy,Low,High,Low,Medium,High,High
169,IMG_2329_JPG.rf.83d15b6cbb23140366258d5f460fb56f.jpg,OtherCannedVegetables,300-399g,Halal,NonHealthy,Low,High,High,High,Low,Medium
170,IMG_3281_jpeg.rf.99be4df3d646a4197726bb5183648272.jpg,OtherCannedVegetables,200-299g,Halal,NonHealthy,Low,High,High,Medium,Low,Medium
171,IMG_2297_JPG.rf.cb026ab3c2ba90b91d401e0400c0461e.jpg,CannedSoup,300-399g,Halal,NonHealthy,Low,High,High,High,Low,Low
172,IMG_3279_jpeg.rf.0c875057637d0099744592cc9bac948e.jpg,CannedSoup,400-499g,Halal,NonHealthy,Low,High,High,Medium,Low,Low
173,IMG_2332_JPG.rf.6a068c04bfe02ea8c081a0636a8d31de.jpg,BiscuitsCrackersCookies,400-499g,Halal,NonHealthy,Low,High,High,High,Medium,Medium
174,IMG_3283_jpeg.rf.e3a4bce3f0e08daca412b1a62fc284a0.jpg,BiscuitsCrackersCookies,500-599g,Halal,NonHealthy,Low,High,High,Medium,Low,High
175,IMG_5422_jpeg.rf.08e7ecb8e9576bcfd37a0fdd65e7f50d.jpg,BiscuitsCrackersCookies,400-499g,Halal,NonHealthy,Low,High,High,High,Medium,High
176,IMG_5423_jpeg.rf.d6665b8ada97f3e0536db62bdb9cad04.jpg,BiscuitsCrackersCookies,300-399g,Halal,NonHealthy,Low,High,High,Medium,Medium,Low
177,IMG_5421_jpeg.rf.9566b4eb3ed0f07599eb2258bc773f91.jpg,BiscuitsCrackersCookies,400-499g,Halal,NonHealthy,Medium,High,High,High,Medium,High
178,IMG_5419_jpeg.rf.5dff5f421424d021f23e3a4a9307376f.jpg,BiscuitsCrackersCookies,300-399g,Halal,NonHealthy,Low,High,High,Medium,High,High
179,IMG_5420_jpeg.rf.b400fdb587325f1e0221df61ec4faadc.jpg,SweetsChocolatesOthers,600-699g,Halal,NonHealthy,Low,High,High,Medium,Medium,Low
180,IMG_5577_jpeg.rf.00fd5522a3c558927544a3563fbcaf10.jpg,BiscuitsCrackersCookies,700-799g,Halal,NonHealthy,Low,High,High,Medium,Low,Low
181,IMG_5572_jpeg.rf.20a1abed40a56ef955a54d7287dcb310.jpg,BiscuitsCrackersCookies,300-399g,Halal,NonHealthy,Medium,High,High,Medium,Low,Low
182,IMG_5575_jpeg.rf.14c4c9537b93274af8d94440909f01f2.jpg,BiscuitsCrackersCookies,300-399g,Halal,NonHealthy,Low,High,High,Medium,Low,High
183,IMG_5571_jpeg.rf.3a194ec16cdfd627eaf5192e66ba0284.jpg,OtherNoodles,200-299g,Halal,NonHealthy,Low,High,High,Medium,Low,High
184,IMG_5513_jpeg.rf.8b7a42f411abfe83a34c1a200a683b0e.jpg,OtherNoodles,300-399g,NonHalal,NonHealthy,Low,High,High,High,Low,Medium
185,IMG_5541_jpeg.rf.621586160da04bac390b8772e53ceb91.jpg,OtherNoodles,200-299g,NonHalal,NonHealthy,Low,High,High,High,Low,Low
186,IMG_5565_jpeg.rf.ad10d81654316ab0db2aeeff24bf3a23.jpg,OtherNoodles,400-499g,NonHalal,NonHealthy,Low,High,High,High,Low,Medium
187,IMG_5573_jpeg.rf.84d93996c2b1f125782ddc7efd18db8f.jpg,OtherDriedFood,300-399g,NonHalal,NonHealthy,Low,High,High,High,Low,High
188,IMG_5574_jpeg.rf.bc2190fb46b4b9547d6625d4bc8a18ee.jpg,BeehoonVermicelli,400-499g,Halal,NonHealthy,Medium,High,High,High,High,Low
189,IMG_5570_jpeg.rf.d8479c10eb757a266a41752d2b280c73.jpg,OtherNoodles,400-499g,Halal,NonHealthy,Low,Medium,High,High,Low,Medium
190,IMG_9888_JPG.rf.1b704dfe758fd504c1f59c1d89cfcea4.jpg,Nuts,400-499g,NonHalal,NonHealthy,Medium,Medium,Low,High,Low,Low
191,IMG_9882_JPG.rf.8b8ed32ad11e4875ba2d060221bd1f23.jpg,Instant Noodles,100-199g,NonHalal,NonHealthy,Low,High,High,Medium,Low,High
192,IMG_9889_JPG.rf.27e2e7a373ef50c444f7ca30fdde3b9c.jpg,BeehoonVermicelli,200-299g,Halal,NonHealthy,Low,High,High,Low,Low,Low
193,IMG_9900_JPG.rf.8a3a21c92fc2861a722aa9039f0e051e.jpg,Instant Noodles,100-199g,NonHalal,NonHealthy,Low,High,High,Medium,Low,Medium
194,IMG_9881_JPG.rf.ecc0dc3039dc8f7c9b890ba0dd8c6a1e.jpg,Instant Noodles,200-299g,NonHalal,NonHealthy,Low,High,High,Medium,Low,High
195,IMG_9878_JPG.rf.eda65a74205ef0d7ed1be08fbd58f83b.jpg,BeehoonVermicelli,300-399g,NonHalal,NonHealthy,Medium,Medium,High,Low,Low,Low
196,IMG_9876_JPG.rf.f2fd5e44ef6fb8e7e50692e2a2d1b99c.jpg,Instant Noodles,500-599g,NonHalal,NonHealthy,Low,High,High,Medium,Low,Low
197,IMG_9885_JPG.rf.b5df7daf83308e0db454de569d155ee2.jpg,Instant Noodles,200-299g,NonHalal,NonHealthy,Low,High,High,Medium,Low,High
198,IMG_9886_JPG.rf.df7c959094222095391c2ae1ccbdbcf0.jpg,BeehoonVermicelli,300-399g,Halal,NonHealthy,Low,High,High,Medium,Low,High
199,IMG_9785_JPG.rf.1a6e126b31e47a5880c0e0e49c6fc953.jpg,BeehoonVermicelli,300-399g,Halal,NonHealthy,Medium,High,High,Medium,Low,Low
200,IMG_9793_JPG.rf.834c56ca4c389defbe231f6f0ad1ab5e.jpg,BeehoonVermicelli,400-499g,Halal,NonHealthy,Low,Medium,High,Medium,Low,Low
201,IMG_9784_JPG.rf.732e4d39908acc9bd0409a4185f7ae7d.jpg,OtherNoodles,Not enough information,Not enough information,Not enough information,Low,Medium,Medium,Low,Low,Low
202,IMG_9787_JPG.rf.26536f2340380ed6d541b8628d558af7.jpg,BeehoonVermicelli,400-499g,Halal,NonHealthy,High,Low,Medium,Low,Low,Low
203,IMG_9791_JPG.rf.0748cbb10c30ec47345c2ba71cb39fd3.jpg,BeehoonVermicelli,400-499g,Halal,NonHealthy,Medium,Low,Low,Low,Low,Low
204,IMG_9783_JPG.rf.2d3a3514554de053739c991ff0ec8386.jpg,OtherNoodles,200-299g,Halal,NonHealthy,Medium,High,High,High,High,Medium
205,IMG_9786_JPG.rf.e7c533a8b98410661d10ecd8ca9ad1e6.jpg,BeehoonVermicelli,200-299g,Halal,Healthy,Low,High,High,High,Medium,Medium
206,IMG_9789_JPG.rf.2e966b6efa2ffc40e579405658322dd7.jpg,BeehoonVermicelli,200-299g,Halal,NonHealthy,Medium,Medium,High,High,High,Low
207,IMG_9790_JPG.rf.7ca617e1a61836fb3a652bb991cdc689.jpg,BeehoonVermicelli,300-399g,NonHalal,NonHealthy,High,Low,Low,Low,Low,Low
208,IMG_9792_JPG.rf.e7e3d6799b66901d6d01401faf18543b.jpg,OtherNoodles,300-399g,Halal,NonHealthy,Medium,High,High,Low,Medium,Low
209,IMG_2291_JPG.rf.0a9eee31c5d4eeff5ee5ddfad9047e7f.jpg,BeehoonVermicelli,300-399g,Halal,NonHealthy,Low,Medium,High,Low,Low,Low
210,IMG_2311_JPG.rf.672d88df873254f8df92badde9c95dfe.jpg,BeehoonVermicelli,300-399g,Halal,Healthy,Medium,Medium,High,Low,Low,Low
211,IMG_2310_JPG.rf.af54581019c2fe54c4fd5dd1102b4a76.jpg,Unable to determine,Unable to determine,Unable to determine,Unable to determine,High,Low,Low,Low,Low,Low
212,IMG_2322_JPG.rf.525b30126539ed4911cc5830cc9ca913.jpg,OtherCannedVegetables,300-399g,Halal,NonHealthy,Low,Low,Low,Low,Low,Low
213,IMG_2308_JPG.rf.05a42f92222ffbf777f344f866c7e518.jpg,OtherDriedFood,1-99g,NonHalal,NonHealthy,Medium,High,Low,Low,Low,Low
214,IMG_2288_JPG.rf.2673376304009b83190a7e8872f3e52d.jpg,OtherNoodles,200-299g,Halal,Healthy,Low,High,High,High,Medium,Low
215,IMG_2316_JPG.rf.9a8e9dbcba56ebab84a6f7386dd61947.jpg,BeehoonVermicelli,400-499g,NonHalal,NonHealthy,Low,High,High,Medium,Low,Low
216,IMG_2289_JPG.rf.978f7ddb9d49ea61609295b12db428f1.jpg,OtherNoodles,1-99g,NonHalal,NonHealthy,Medium,Low,Low,Low,Low,Low
